project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ019723,CMP01444,Cobalt Modernization,2024-10-24,2025-10-24,Completed,Compliance Monitoring,150,2023881,1791135,88.5,Risk Management,IBM,Singapore,Technology,51443,Yes,Yes
PRJ032944,CMP09745,Fusion Workflow Engine,2024-12-24,,Active,HR Automation,29,1588595,455927,28.7,Content Moderation,Tech Mahindra,Germany,Real Estate,86485,Yes,Yes
PRJ029613,CMP05174,Eclipse Workflow Engine,2015-03-15,,Active,Compliance Monitoring,111,3960858,10662630,269.2,Procurement,Mphasis,Mexico,Real Estate,149657,No,No
PRJ024304,CMP00483,Orion Efficiency Project,2023-10-07,,Active,Email Automation,46,882705,2416846,273.8,Human Resources,TCS,India,Government & Public Sector,177503,Yes,Yes
PRJ039214,CMP02736,Phoenix Intelligence Suite,2022-12-29,,Active,Supply Chain,114,2669655,7341551,275.0,Procurement,Cognizant,Brazil,Education,20648,No,Yes
PRJ026215,CMP08755,Aurora Accelerator,2020-01-31,2021-05-01,Completed,Data Entry Automation,12,2677862,6400090,239.0,Compliance,IBM,Singapore,Technology,57608,Yes,No
PRJ037729,CMP06642,Zenith Modernization,2020-06-06,,Paused,Invoice Processing,194,3367026,6592637,195.8,Audit,LTIMindtree,Malaysia,Healthcare,32183,No,Yes
PRJ011020,CMP08037,Vector Optimization Program,2022-12-07,,Failed,HR Automation,43,2317370,0,-34.9,Customer Onboarding,Accenture,Vietnam,Government & Public Sector,173105,Yes,No
PRJ041156,CMP04203,Sigma Efficiency Project,2016-03-14,,Active,Data Entry Automation,65,2926302,1899170,64.9,Legal,Accenture,Vietnam,Telecommunications,69859,Yes,No
PRJ031706,CMP00035,Phoenix Process Reengineering,2017-06-18,,Active,HR Automation,92,2210605,2694727,121.9,Marketing,Capgemini,Philippines,Pharma & Life Sciences,171103,Yes,No
PRJ026728,CMP00361,Sigma Modernization,2020-11-18,,Paused,Payroll Processing,3,268550,802696,298.9,Operations,Cyient,Canada,Transportation & Logistics,20740,No,No
PRJ022224,CMP00792,Prism Digital Transformation,2025-07-05,,Completed,Audit Automation,34,2915993,758158,26.0,Marketing,Cognizant,Brazil,Pharma & Life Sciences,128115,Yes,No
PRJ033396,CMP08835,Lambda Platform,2024-08-30,2025-11-30,Completed,Financial Reporting,149,1299978,2694854,207.3,Compliance,Infosys,Netherlands,Manufacturing,827,No,No
PRJ027124,CMP09074,Lambda Process Reengineering,2022-03-10,2023-05-10,Completed,Email Automation,66,554045,424398,76.6,Compliance,Wipro,Mexico,Transportation & Logistics,174506,No,No
PRJ000602,CMP05238,Vector Workflow Engine,2022-08-28,,Active,Payroll Processing,66,195091,172460,88.4,Compliance,EY,Brazil,Government & Public Sector,45131,No,Yes
PRJ023544,CMP09907,Delta Platform,2019-05-09,2019-10-09,Completed,IT Service Management,199,1365133,144704,10.6,Audit,TCS,Mexico,Retail & E-Commerce,47844,No,No
PRJ021549,CMP02598,Orion Modernization,2020-06-28,,Active,Compliance Monitoring,52,3844665,11311004,294.2,Operations,Deloitte,India,Technology,94704,Yes,No
PRJ018400,CMP01082,Aurora Digital Transformation,2021-08-16,,Active,Compliance Monitoring,168,4973347,6554871,131.8,Supply Chain,Cognizant,Malaysia,Energy & Utilities,92886,Yes,No
PRJ003461,CMP09102,Prism Optimization Program,2022-02-22,,Failed,HR Automation,103,4088259,0,-43.6,Human Resources,Capgemini,Philippines,Healthcare,135312,No,No
PRJ044314,CMP06034,Vector Intelligence Suite,2018-03-01,,Active,Financial Reporting,21,4106582,6127020,149.2,Compliance,Cognizant,UAE,Technology,25739,Yes,No
PRJ040772,CMP01080,Lambda Platform,2019-06-02,2021-03-02,Completed,Customer Onboarding,81,3457646,6766613,195.7,Supply Chain,LTIMindtree,Japan,Energy & Utilities,148551,No,No
PRJ046063,CMP03620,Orion Digital Transformation,2025-10-28,,Active,Email Automation,112,450976,408133,90.5,Operations,Cyient,UAE,Pharma & Life Sciences,163043,No,No
PRJ007800,CMP09611,Quantum Workflow Engine,2023-04-24,2024-09-24,Completed,Data Entry Automation,133,535347,1424558,266.1,IT,Cyient,Canada,Transportation & Logistics,180933,No,No
PRJ046420,CMP02858,Sigma Workflow Engine,2019-07-24,,Active,Email Automation,83,3095067,1665146,53.8,Legal,PwC,Australia,Mining & Metals,41303,Yes,No
PRJ000206,CMP06880,Orion Automation Initiative,2020-10-09,,Paused,Customer Onboarding,134,2468082,4879398,197.7,Risk Management,PwC,Germany,Energy & Utilities,74168,No,Yes
PRJ024117,CMP08375,Sigma Workflow Engine,2022-12-28,2024-11-28,Completed,Data Entry Automation,94,1698040,3565884,210.0,Customer Service,EY,United Kingdom,Education,73502,No,Yes
PRJ021068,CMP03365,Nexus Accelerator,2024-08-05,,Active,Data Entry Automation,94,771687,828792,107.4,Customer Onboarding,HCL Technologies,South Africa,Energy & Utilities,97122,Yes,Yes
PRJ037795,CMP03734,Sentinel Platform,2025-03-24,,Paused,IT Service Management,3,4862766,3812409,78.4,Finance,EY,Vietnam,Real Estate,112420,Yes,Yes
PRJ018248,CMP02979,Atlas Platform,2019-08-18,2019-11-18,Cancelled,HR Automation,32,1809386,1384180,76.5,Content Moderation,Capgemini,Japan,Mining & Metals,135314,Yes,No
PRJ001680,CMP03096,Eclipse Process Reengineering,2023-07-26,,Paused,Data Entry Automation,129,694008,83281,12.0,Compliance,Hexaware,Japan,Energy & Utilities,60333,No,No
PRJ040753,CMP03512,Prism Workflow Engine,2020-09-04,,Failed,Claims Processing,119,3130974,0,-1.3,Finance,EY,South Africa,Retail & E-Commerce,38211,No,Yes
PRJ040799,CMP01565,Zenith Workflow Engine,2025-07-21,,Completed,Audit Automation,98,922288,2035490,220.7,Supply Chain,IBM,France,Real Estate,155972,Yes,No
PRJ028108,CMP03192,Quantum Automation Initiative,2025-06-01,,Active,IT Service Management,96,2631824,2497601,94.9,Customer Service,Capgemini,France,Manufacturing,194222,No,Yes
PRJ027159,CMP00084,Prism Process Reengineering,2016-08-02,2017-12-02,Completed,Compliance Monitoring,169,712765,2146848,301.2,Supply Chain,Capgemini,Singapore,Banking & Finance,47662,Yes,Yes
PRJ041154,CMP08494,Nexus Intelligence Suite,2017-02-01,2019-02-01,Cancelled,Financial Reporting,102,4341130,8230782,189.6,Procurement,Infosys,Australia,Manufacturing,101625,Yes,Yes
PRJ027594,CMP01694,Omega Process Reengineering,2023-02-19,,Active,Audit Automation,106,1512154,3095379,204.7,Customer Service,HCL Technologies,Singapore,Manufacturing,182855,Yes,Yes
PRJ037926,CMP08729,Nexus Automation Initiative,2022-08-14,2023-02-14,Completed,Compliance Monitoring,129,4363178,584666,13.4,Content Moderation,Hexaware,United Kingdom,Retail & E-Commerce,13333,No,No
PRJ028420,CMP01828,Lambda Modernization,2023-01-13,,Active,Data Entry Automation,22,3666866,9229502,251.7,Operations,Capgemini,Singapore,Banking & Finance,141711,Yes,No
PRJ034929,CMP07640,Prism Automation Initiative,2024-01-18,2024-10-18,Completed,Audit Automation,64,1036359,1250885,120.7,Operations,Hexaware,Australia,Real Estate,134521,Yes,No
PRJ008658,CMP05069,Titan Process Reengineering,2021-02-15,,Active,IT Service Management,60,4532387,4944834,109.1,Finance,EY,India,Pharma & Life Sciences,160887,No,No
PRJ002907,CMP01437,Delta Process Reengineering,2019-12-10,,Active,Financial Reporting,197,3661286,1087402,29.7,Legal,Cognizant,Singapore,Retail & E-Commerce,123963,Yes,Yes
PRJ015812,CMP09472,Zenith Process Reengineering,2019-07-05,,Paused,Compliance Monitoring,184,4135638,1253098,30.3,Finance,TCS,South Africa,Telecommunications,125735,No,Yes
PRJ037719,CMP00652,Titan Modernization,2016-08-16,,Paused,Customer Onboarding,186,1646397,474162,28.8,Supply Chain,HCL Technologies,United States,Mining & Metals,149830,Yes,Yes
PRJ010123,CMP05108,Cobalt Process Reengineering,2022-03-09,,Active,Compliance Monitoring,84,2167377,1467314,67.7,Supply Chain,IBM,Japan,Government & Public Sector,139486,No,No
PRJ004098,CMP09434,Zenith Workflow Engine,2017-02-24,2017-10-24,Completed,Claims Processing,60,3307522,3595276,108.7,Operations,Cyient,United Kingdom,Government & Public Sector,171935,Yes,No
PRJ042732,CMP04976,Cobalt Modernization,2018-06-17,,Paused,Customer Onboarding,5,886043,2154857,243.2,Human Resources,TCS,Mexico,Banking & Finance,89186,No,Yes
PRJ006206,CMP01836,Orion Process Reengineering,2016-12-17,2018-08-17,Completed,Data Entry Automation,164,4485731,1973722,44.0,Audit,PwC,Japan,Manufacturing,30621,No,Yes
PRJ032289,CMP03305,Prism Automation Initiative,2016-12-14,2017-05-14,Completed,Customer Onboarding,33,1652529,4473396,270.7,IT,Wipro,Japan,Pharma & Life Sciences,140378,Yes,No
PRJ027202,CMP01979,Zenith Intelligence Suite,2023-12-15,2024-08-15,Completed,Data Entry Automation,80,724535,306478,42.3,Human Resources,Hexaware,Philippines,Insurance,47536,No,Yes
PRJ047178,CMP03146,Zenith Process Reengineering,2016-10-02,,Active,HR Automation,124,3026634,8492735,280.6,Risk Management,Wipro,United Kingdom,Insurance,134314,Yes,No
PRJ011956,CMP02890,Omega Modernization,2020-08-22,,Failed,IT Service Management,198,1407324,0,-19.7,Audit,EY,Singapore,Telecommunications,99494,Yes,No
PRJ024025,CMP07784,Prism Accelerator,2020-01-24,,Paused,HR Automation,186,1295996,742606,57.3,Risk Management,Wipro,Japan,Mining & Metals,56647,No,Yes
PRJ019745,CMP03263,Horizon Accelerator,2018-04-26,,Failed,HR Automation,35,2574612,0,-70.7,Customer Service,Deloitte,Canada,Telecommunications,162146,Yes,No
PRJ044811,CMP07971,Zenith Automation Initiative,2025-02-19,,Completed,Compliance Monitoring,110,4739231,1118459,23.6,Compliance,TCS,South Africa,Healthcare,167492,No,No
PRJ018719,CMP01497,Aurora Platform,2020-08-05,,Paused,Customer Onboarding,89,4223104,4814339,114.0,Customer Onboarding,Capgemini,Germany,Transportation & Logistics,39082,Yes,No
PRJ016719,CMP03683,Titan Intelligence Suite,2017-08-11,,Active,Invoice Processing,137,1939778,3078428,158.7,Human Resources,Deloitte,Netherlands,Mining & Metals,164207,No,Yes
PRJ012501,CMP04022,Zenith Workflow Engine,2015-04-21,,Active,HR Automation,145,3828135,10477605,273.7,Human Resources,HCL Technologies,Netherlands,Insurance,9253,Yes,No
PRJ026246,CMP09527,Aurora Process Reengineering,2021-01-05,,Active,Compliance Monitoring,65,4926165,12542016,254.6,Customer Onboarding,Cyient,Australia,Education,46090,No,No
PRJ044128,CMP06109,Eclipse Process Reengineering,2019-08-11,2020-02-11,Cancelled,Compliance Monitoring,42,3995754,11132171,278.6,Audit,Capgemini,South Africa,Education,12017,No,No
PRJ007956,CMP03808,Horizon Intelligence Suite,2016-04-05,,Active,Supply Chain,26,4523117,4844258,107.1,Human Resources,IBM,Canada,Insurance,181712,No,Yes
PRJ024490,CMP09968,Orion Accelerator,2015-06-25,,Paused,Customer Onboarding,67,2886285,7328278,253.9,IT,EY,Australia,Pharma & Life Sciences,150471,No,No
PRJ030984,CMP03758,Cobalt Optimization Program,2017-12-25,,Active,Compliance Monitoring,33,802341,1925618,240.0,Audit,Mphasis,United States,Telecommunications,149218,Yes,No
PRJ027541,CMP02557,Vertex Modernization,2025-05-27,,Active,Compliance Monitoring,56,151316,246342,162.8,Marketing,Deloitte,India,Insurance,157108,No,No
PRJ019198,CMP08547,Lambda Process Reengineering,2021-06-22,,Failed,Payroll Processing,160,1463778,0,-35.6,Customer Onboarding,Infosys,South Africa,Mining & Metals,34540,Yes,Yes
PRJ038234,CMP04674,Apex Platform,2019-12-24,,Active,Payroll Processing,63,879435,2171325,246.9,Compliance,Cyient,Australia,Pharma & Life Sciences,26258,Yes,Yes
PRJ044225,CMP08348,Sigma Workflow Engine,2022-01-17,2023-04-17,Completed,Customer Onboarding,184,2746672,7578068,275.9,Human Resources,Wipro,Germany,Government & Public Sector,169484,No,No
PRJ007280,CMP04000,Fusion Digital Transformation,2017-04-17,,Paused,Financial Reporting,100,2568748,7048645,274.4,Compliance,LTIMindtree,Singapore,Pharma & Life Sciences,42941,No,Yes
PRJ015115,CMP02573,Zenith Platform,2023-08-01,2024-11-01,Completed,Financial Reporting,1,2581563,4417054,171.1,IT,LTIMindtree,Philippines,Real Estate,78873,No,No
PRJ049928,CMP05510,Titan Accelerator,2017-07-11,2018-10-11,Completed,Payroll Processing,36,2957099,3498248,118.3,Audit,EY,France,Manufacturing,81666,Yes,No
PRJ024608,CMP03604,Lambda Digital Transformation,2024-03-14,,Active,Payroll Processing,198,4093982,8024205,196.0,Risk Management,PwC,France,Insurance,74987,Yes,Yes
PRJ043465,CMP07258,Orion Platform,2024-10-31,,Paused,HR Automation,8,3997503,7155530,179.0,Content Moderation,LTIMindtree,Singapore,Mining & Metals,140089,Yes,No
PRJ005768,CMP04671,Delta Workflow Engine,2024-01-24,,Paused,Customer Onboarding,126,945804,1535986,162.4,Legal,PwC,Singapore,Retail & E-Commerce,87352,No,No
PRJ025094,CMP08171,Omega Intelligence Suite,2024-03-01,2025-03-01,Completed,Supply Chain,5,3291629,9624723,292.4,Legal,Wipro,Netherlands,Healthcare,94353,No,Yes
PRJ026922,CMP04359,Lambda Process Reengineering,2015-09-24,,Failed,Financial Reporting,162,4925081,0,-66.9,Content Moderation,HCL Technologies,Philippines,Healthcare,121419,No,No
PRJ016052,CMP07612,Quantum Intelligence Suite,2023-08-07,,Active,Audit Automation,12,3265979,888346,27.2,Compliance,LTIMindtree,India,Telecommunications,168049,Yes,No
PRJ001727,CMP06582,Lambda Digital Transformation,2024-01-15,,Active,Invoice Processing,2,3444077,530388,15.4,Procurement,Accenture,India,Real Estate,86227,Yes,Yes
PRJ021576,CMP01080,Titan Efficiency Project,2025-04-03,,Cancelled,Data Entry Automation,176,3786880,1075474,28.4,Supply Chain,Capgemini,United Kingdom,Retail & E-Commerce,19332,Yes,Yes
PRJ002419,CMP07417,Lambda Accelerator,2024-08-15,2025-12-15,Cancelled,HR Automation,124,3700780,3889520,105.1,Legal,Mphasis,United Kingdom,Mining & Metals,69177,Yes,Yes
PRJ036139,CMP08075,Eclipse Digital Transformation,2020-09-23,,Active,Claims Processing,138,2170415,5441230,250.7,Customer Service,PwC,United Kingdom,Real Estate,22020,Yes,Yes
PRJ022920,CMP01201,Quantum Optimization Program,2022-07-30,,Paused,Email Automation,118,3298396,2655209,80.5,Legal,Mphasis,United States,Telecommunications,164104,No,Yes
PRJ013470,CMP08525,Aurora Digital Transformation,2023-04-23,,Failed,Financial Reporting,191,1735897,0,-17.6,IT,TCS,Mexico,Technology,81658,Yes,Yes
PRJ010053,CMP09197,Aurora Modernization,2015-10-11,,Active,Compliance Monitoring,60,3996544,2325989,58.2,Audit,Mphasis,United Kingdom,Real Estate,96906,Yes,Yes
PRJ003311,CMP08595,Cobalt Digital Transformation,2016-03-24,,Paused,Claims Processing,189,1560364,355763,22.8,Audit,Hexaware,France,Mining & Metals,144052,No,No
PRJ012266,CMP03387,Sigma Digital Transformation,2021-08-23,,Active,Supply Chain,184,64155,117981,183.9,Compliance,Mphasis,Philippines,Telecommunications,142184,No,Yes
PRJ041714,CMP04909,Quantum Efficiency Project,2016-06-20,,Paused,Financial Reporting,188,3280923,8392601,255.8,IT,Deloitte,Mexico,Energy & Utilities,191642,Yes,Yes
PRJ015518,CMP04971,Eclipse Platform,2025-12-15,,Active,IT Service Management,67,4334336,2461903,56.8,Legal,Mphasis,Mexico,Telecommunications,27397,No,No
PRJ039948,CMP01497,Zenith Platform,2015-06-11,,Active,Supply Chain,83,3801369,1984315,52.2,Compliance,IBM,Malaysia,Technology,141549,No,No
PRJ020218,CMP02605,Atlas Optimization Program,2022-09-24,2024-07-24,Completed,Supply Chain,190,4296204,9292689,216.3,Operations,LTIMindtree,Japan,Manufacturing,114607,Yes,No
PRJ036418,CMP06510,Cobalt Accelerator,2018-07-18,,Failed,Customer Onboarding,51,2345879,0,-2.3,Human Resources,Capgemini,Mexico,Banking & Finance,159592,Yes,No
PRJ027018,CMP05539,Eclipse Process Reengineering,2025-03-13,,Completed,Payroll Processing,105,184537,256322,138.9,IT,Cyient,Australia,Manufacturing,57750,Yes,Yes
PRJ046799,CMP08864,Orion Optimization Program,2019-05-05,,Active,Audit Automation,3,2289685,2747622,120.0,Content Moderation,IBM,Singapore,Healthcare,117786,No,Yes
PRJ013531,CMP04085,Eclipse Automation Initiative,2021-05-30,2022-07-30,Completed,Payroll Processing,195,971950,1839901,189.3,Supply Chain,HCL Technologies,UAE,Telecommunications,73336,Yes,No
PRJ004418,CMP03708,Vertex Workflow Engine,2023-01-23,2024-12-23,Completed,IT Service Management,110,1811080,3674681,202.9,Marketing,HCL Technologies,France,Pharma & Life Sciences,162559,No,Yes
PRJ014303,CMP03330,Sentinel Digital Transformation,2023-07-16,,Failed,Financial Reporting,103,2918721,0,-30.7,Procurement,Wipro,France,Transportation & Logistics,126448,No,Yes
PRJ043507,CMP06760,Sentinel Optimization Program,2024-09-13,,Completed,Audit Automation,44,3939286,5499243,139.6,Compliance,Capgemini,Australia,Real Estate,19975,No,No
PRJ012718,CMP09205,Omega Efficiency Project,2023-04-17,,Active,HR Automation,128,1742575,1542179,88.5,Finance,Cyient,Netherlands,Banking & Finance,23075,No,Yes
PRJ016359,CMP05258,Aurora Efficiency Project,2019-10-15,2020-12-15,Completed,Payroll Processing,3,1241726,858033,69.1,Legal,HCL Technologies,UAE,Insurance,7212,No,Yes
PRJ019438,CMP08981,Lambda Modernization,2023-01-15,2024-08-15,Cancelled,HR Automation,183,1402740,3732691,266.1,Marketing,Cognizant,South Africa,Manufacturing,192040,Yes,No
PRJ042062,CMP07700,Atlas Workflow Engine,2024-09-16,,Active,Audit Automation,37,3716355,4032245,108.5,IT,IBM,Malaysia,Mining & Metals,177074,Yes,No
PRJ020910,CMP04995,Aurora Modernization,2021-06-17,,Active,Email Automation,134,3479146,1029827,29.6,Supply Chain,Wipro,South Africa,Real Estate,27563,No,Yes
PRJ019694,CMP08252,Nexus Workflow Engine,2018-10-02,,Active,Invoice Processing,114,368580,703988,191.0,IT,PwC,France,Technology,73250,No,Yes
PRJ022058,CMP04524,Omega Digital Transformation,2016-08-28,2018-08-28,Completed,Invoice Processing,72,532196,592334,111.3,Operations,Cyient,France,Insurance,120723,Yes,No
PRJ008295,CMP07505,Apex Modernization,2017-06-05,,Active,Financial Reporting,78,2342250,3340049,142.6,Supply Chain,EY,South Africa,Retail & E-Commerce,13516,No,No
PRJ005689,CMP06409,Titan Efficiency Project,2025-05-11,,Active,Audit Automation,195,4085681,12105873,296.3,Operations,Hexaware,Singapore,Pharma & Life Sciences,162069,No,No
PRJ016680,CMP07494,Lambda Platform,2015-09-19,,Active,HR Automation,51,2314468,4237791,183.1,Human Resources,Mphasis,United Kingdom,Technology,53430,No,No
PRJ014215,CMP09753,Horizon Process Reengineering,2018-06-06,,Active,Invoice Processing,62,2327409,2888315,124.1,Marketing,PwC,France,Retail & E-Commerce,177504,Yes,Yes
PRJ048988,CMP02629,Vertex Modernization,2017-02-15,2017-12-15,Cancelled,Data Entry Automation,24,369499,375780,101.7,Human Resources,TCS,Malaysia,Insurance,119089,No,Yes
PRJ025663,CMP04459,Sentinel Workflow Engine,2022-11-25,,Failed,Claims Processing,65,462556,0,-75.3,Compliance,IBM,Vietnam,Insurance,26064,Yes,Yes
PRJ033948,CMP00103,Prism Platform,2019-02-26,,Paused,Claims Processing,150,1969935,2651533,134.6,Audit,Wipro,Singapore,Energy & Utilities,60247,No,Yes
PRJ001306,CMP05281,Horizon Optimization Program,2021-11-22,,Active,Invoice Processing,8,882999,388520,44.0,Content Moderation,Cognizant,Brazil,Technology,30747,Yes,No
PRJ037232,CMP00020,Eclipse Modernization,2019-08-08,,Failed,HR Automation,188,4207539,0,-80.5,Risk Management,LTIMindtree,Australia,Transportation & Logistics,131772,Yes,No
PRJ004627,CMP07900,Vertex Intelligence Suite,2025-12-08,,Completed,Payroll Processing,106,3649141,3827949,104.9,Marketing,Cognizant,Brazil,Manufacturing,48047,No,No
PRJ026978,CMP07637,Omega Workflow Engine,2022-03-18,,Paused,Payroll Processing,100,1669548,1799773,107.8,Compliance,IBM,Mexico,Technology,123114,Yes,Yes
PRJ038974,CMP03953,Vector Efficiency Project,2017-11-28,,Paused,Financial Reporting,84,803094,1060084,132.0,Supply Chain,TCS,Japan,Technology,102719,Yes,Yes
PRJ032683,CMP02516,Prism Digital Transformation,2022-05-29,2022-11-29,Completed,Email Automation,162,1007047,2575019,255.7,Finance,Wipro,Japan,Banking & Finance,77251,Yes,Yes
PRJ024359,CMP04193,Zenith Process Reengineering,2020-10-18,2021-06-18,Completed,Payroll Processing,45,3818105,3795196,99.4,Audit,Infosys,South Africa,Government & Public Sector,175544,Yes,No
PRJ010553,CMP05707,Orion Workflow Engine,2025-04-19,,Active,HR Automation,150,4003742,9552928,238.6,Procurement,LTIMindtree,Canada,Government & Public Sector,151411,Yes,No
PRJ040305,CMP00634,Vertex Efficiency Project,2016-04-18,2017-03-18,Completed,IT Service Management,170,397804,248230,62.4,Risk Management,EY,Malaysia,Retail & E-Commerce,31414,No,No
PRJ015814,CMP03602,Quantum Efficiency Project,2023-10-28,2025-01-28,Completed,Invoice Processing,62,2883335,8886438,308.2,IT,Tech Mahindra,Brazil,Government & Public Sector,158160,Yes,No
PRJ046684,CMP05328,Phoenix Modernization,2018-05-29,2020-01-29,Completed,Compliance Monitoring,33,3447243,2199341,63.8,IT,Hexaware,Malaysia,Education,54694,Yes,Yes
PRJ004727,CMP08389,Cobalt Automation Initiative,2015-04-11,,Paused,Claims Processing,96,1213404,487788,40.2,Operations,PwC,Australia,Government & Public Sector,91107,Yes,No
PRJ000464,CMP05251,Sigma Optimization Program,2018-07-05,,Paused,IT Service Management,106,4806036,14514229,302.0,Content Moderation,Infosys,Japan,Telecommunications,146291,No,Yes
PRJ012992,CMP01017,Vector Efficiency Project,2019-11-05,,Active,Customer Onboarding,33,1002637,2448440,244.2,Procurement,Accenture,Philippines,Technology,17963,Yes,No
PRJ013433,CMP09342,Delta Optimization Program,2020-08-05,2022-04-05,Completed,Audit Automation,61,4726689,2892734,61.2,Content Moderation,HCL Technologies,Vietnam,Retail & E-Commerce,5326,No,Yes
PRJ038797,CMP01225,Apex Digital Transformation,2019-10-31,2021-07-31,Cancelled,Claims Processing,25,3347659,5724497,171.0,Customer Service,HCL Technologies,United Kingdom,Real Estate,105010,Yes,No
PRJ005670,CMP01127,Vertex Optimization Program,2019-11-21,,Paused,HR Automation,19,4731364,1906740,40.3,Supply Chain,IBM,UAE,Real Estate,160257,Yes,Yes
PRJ012096,CMP00670,Horizon Digital Transformation,2015-10-02,,Paused,Financial Reporting,4,3024471,3012373,99.6,Marketing,HCL Technologies,Netherlands,Telecommunications,32400,Yes,Yes
PRJ043474,CMP07938,Eclipse Modernization,2022-08-04,2022-11-04,Completed,Email Automation,199,3558708,8359405,234.9,Compliance,Hexaware,Australia,Healthcare,5634,Yes,Yes
PRJ033479,CMP02442,Fusion Accelerator,2019-03-10,,Paused,Audit Automation,4,4882194,9818092,201.1,Human Resources,IBM,Germany,Telecommunications,146838,Yes,Yes
PRJ040693,CMP06225,Nexus Process Reengineering,2022-01-13,,Paused,Financial Reporting,112,528682,367963,69.6,Content Moderation,Deloitte,Mexico,Mining & Metals,88881,Yes,Yes
PRJ011147,CMP03319,Titan Accelerator,2020-05-27,2021-02-27,Completed,Audit Automation,2,1242681,3637327,292.7,Operations,PwC,Philippines,Healthcare,138343,Yes,Yes
PRJ037523,CMP06483,Vector Process Reengineering,2019-10-24,,Paused,HR Automation,151,2582002,1957158,75.8,Customer Onboarding,HCL Technologies,Brazil,Manufacturing,146803,No,Yes
PRJ028050,CMP07366,Orion Optimization Program,2019-02-15,,Active,Data Entry Automation,173,4784263,13659071,285.5,Operations,Hexaware,UAE,Mining & Metals,89932,Yes,No
PRJ024761,CMP01724,Quantum Modernization,2019-03-05,,Failed,Financial Reporting,37,4155863,0,-98.3,Legal,EY,South Africa,Healthcare,128285,Yes,No
PRJ021186,CMP00469,Quantum Modernization,2017-06-27,2018-10-27,Cancelled,Email Automation,117,4539504,12138634,267.4,Finance,Accenture,Malaysia,Telecommunications,76147,Yes,Yes
PRJ012352,CMP02665,Orion Optimization Program,2023-12-26,,Active,Financial Reporting,107,3608457,1995477,55.3,Risk Management,Capgemini,South Africa,Telecommunications,69149,No,Yes
PRJ028051,CMP01824,Quantum Accelerator,2017-03-08,2018-11-08,Completed,Compliance Monitoring,95,50887,123096,241.9,Supply Chain,HCL Technologies,Canada,Manufacturing,180029,Yes,Yes
PRJ013543,CMP06044,Sigma Accelerator,2025-07-04,,Active,Claims Processing,189,1997215,6063545,303.6,Compliance,Tech Mahindra,UAE,Telecommunications,87765,Yes,Yes
PRJ036525,CMP00530,Prism Platform,2021-06-22,2022-02-22,Completed,Customer Onboarding,35,4340664,2934289,67.6,Human Resources,Cyient,United States,Technology,6387,No,Yes
PRJ044990,CMP08836,Vertex Intelligence Suite,2016-12-31,,Active,Compliance Monitoring,150,4627584,740413,16.0,Content Moderation,Mphasis,Malaysia,Retail & E-Commerce,23909,No,No
PRJ034439,CMP00584,Atlas Platform,2015-09-01,,Paused,Payroll Processing,67,4263067,4220436,99.0,Marketing,Cognizant,United States,Insurance,27384,No,No
PRJ013741,CMP09419,Lambda Platform,2019-07-15,,Paused,Email Automation,165,1133346,2973900,262.4,Operations,Cognizant,Mexico,Technology,164821,No,No
PRJ005375,CMP05930,Nexus Optimization Program,2022-12-17,2024-09-17,Completed,Email Automation,67,2157965,4186452,194.0,Supply Chain,Hexaware,Germany,Telecommunications,199501,Yes,Yes
PRJ029331,CMP04723,Titan Modernization,2024-08-03,,Active,IT Service Management,171,4191488,12486443,297.9,Supply Chain,Deloitte,South Africa,Retail & E-Commerce,55883,No,No
PRJ032392,CMP09314,Vertex Automation Initiative,2015-08-21,2017-02-21,Completed,Financial Reporting,189,3164529,2572762,81.3,Legal,Cognizant,Netherlands,Education,23195,Yes,Yes
PRJ008772,CMP07490,Nexus Process Reengineering,2025-02-24,,Active,Data Entry Automation,173,3926765,4064202,103.5,Finance,Deloitte,India,Government & Public Sector,66971,Yes,Yes
PRJ030061,CMP06399,Eclipse Efficiency Project,2020-04-29,,Active,Invoice Processing,60,3402191,6481174,190.5,Customer Onboarding,TCS,Germany,Transportation & Logistics,147700,Yes,Yes
PRJ029970,CMP05691,Omega Accelerator,2023-04-20,2024-11-20,Completed,HR Automation,63,3396328,7780987,229.1,Compliance,Deloitte,Japan,Government & Public Sector,112721,No,Yes
PRJ036240,CMP05819,Phoenix Workflow Engine,2025-02-17,2025-06-17,Completed,IT Service Management,1,4094646,5368081,131.1,Content Moderation,Hexaware,Mexico,Energy & Utilities,81475,Yes,No
PRJ021079,CMP07583,Delta Accelerator,2025-04-16,,Cancelled,Compliance Monitoring,14,3315483,5301457,159.9,Supply Chain,EY,UAE,Government & Public Sector,150035,Yes,No
PRJ047231,CMP00960,Cobalt Modernization,2020-06-16,,Failed,HR Automation,106,3258373,0,-39.9,Customer Service,Accenture,Vietnam,Pharma & Life Sciences,23005,Yes,No
PRJ020314,CMP08545,Atlas Accelerator,2024-07-18,2024-12-18,Cancelled,HR Automation,103,1323786,1763283,133.2,Procurement,Infosys,France,Real Estate,22900,Yes,No
PRJ023551,CMP07132,Titan Platform,2021-01-18,,Active,Compliance Monitoring,91,1208524,1329376,110.0,Operations,Deloitte,India,Telecommunications,29377,Yes,Yes
