project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ039438,CMP06737,Apex Automation Initiative,2023-02-11,,Active,Payroll Processing,35,4379400,10462387,238.9,Risk Management,EY,United Kingdom,Mining & Metals,151328,Yes,Yes
PRJ010842,CMP09001,Vertex Automation Initiative,2020-01-29,2020-05-29,Completed,Supply Chain,146,3057377,434148,14.2,IT,LTIMindtree,Japan,Technology,64106,No,Yes
PRJ015001,CMP09155,Sentinel Optimization Program,2024-11-15,2025-08-15,Cancelled,Financial Reporting,55,1789833,1813101,101.3,Marketing,PwC,Canada,Telecommunications,150184,No,No
PRJ026662,CMP01478,Atlas Digital Transformation,2017-12-04,,Active,Compliance Monitoring,24,1901179,1163522,61.2,Finance,Mphasis,United Kingdom,Real Estate,70698,No,No
PRJ045807,CMP04586,Nexus Automation Initiative,2019-04-30,,Failed,Audit Automation,25,2336432,0,-76.5,Risk Management,Cognizant,Philippines,Retail & E-Commerce,166380,Yes,Yes
PRJ022543,CMP04627,Horizon Accelerator,2016-11-11,2017-08-11,Completed,Audit Automation,164,2756668,1720161,62.4,Content Moderation,LTIMindtree,Malaysia,Pharma & Life Sciences,153424,No,No
PRJ033342,CMP09736,Titan Platform,2018-01-28,2019-01-28,Completed,Customer Onboarding,41,4610300,1959378,42.5,Human Resources,IBM,UAE,Education,174810,Yes,No
PRJ003624,CMP07247,Eclipse Optimization Program,2018-07-07,2020-07-07,Completed,Audit Automation,158,516305,193098,37.4,Marketing,Deloitte,Mexico,Energy & Utilities,163971,Yes,No
PRJ033068,CMP00363,Sentinel Efficiency Project,2019-07-20,,Active,Financial Reporting,38,418026,374551,89.6,Content Moderation,Accenture,Germany,Banking & Finance,14346,Yes,No
PRJ042534,CMP06871,Aurora Accelerator,2022-07-15,,Paused,Financial Reporting,104,2091685,5264771,251.7,Human Resources,Hexaware,South Africa,Pharma & Life Sciences,72984,Yes,No
PRJ010340,CMP05943,Sentinel Process Reengineering,2017-11-01,,Active,Data Entry Automation,66,4129019,3113280,75.4,Compliance,Deloitte,Canada,Government & Public Sector,91585,No,No
PRJ029567,CMP04946,Lambda Accelerator,2018-01-23,,Active,Audit Automation,42,1154763,1475787,127.8,Content Moderation,Infosys,Mexico,Retail & E-Commerce,61642,Yes,Yes
PRJ001916,CMP08524,Vertex Automation Initiative,2016-09-26,2018-01-26,Cancelled,Invoice Processing,139,2104712,1452251,69.0,Compliance,LTIMindtree,Mexico,Transportation & Logistics,179142,Yes,Yes
PRJ013888,CMP00183,Cobalt Process Reengineering,2025-12-22,,Completed,HR Automation,177,4875449,7898227,162.0,Operations,HCL Technologies,Malaysia,Manufacturing,71131,No,Yes
PRJ024763,CMP06969,Sigma Optimization Program,2018-04-09,,Active,Financial Reporting,118,942922,1832097,194.3,Compliance,Cognizant,Netherlands,Energy & Utilities,194714,Yes,Yes
PRJ023143,CMP06598,Sentinel Process Reengineering,2019-10-28,2021-04-28,Cancelled,Compliance Monitoring,106,1161847,2676895,230.4,Finance,Deloitte,India,Energy & Utilities,139832,Yes,No
PRJ013905,CMP08233,Omega Digital Transformation,2022-11-04,2024-03-04,Cancelled,Payroll Processing,79,378145,445833,117.9,Legal,TCS,France,Banking & Finance,116842,No,No
PRJ009125,CMP00597,Sentinel Digital Transformation,2018-02-06,,Paused,Data Entry Automation,42,3782644,3676730,97.2,Supply Chain,IBM,Philippines,Insurance,162544,Yes,No
PRJ027878,CMP06147,Sentinel Automation Initiative,2024-06-06,2025-05-06,Cancelled,Claims Processing,99,607119,1819536,299.7,Marketing,PwC,UAE,Healthcare,198512,No,Yes
PRJ001754,CMP04075,Titan Intelligence Suite,2015-11-03,,Active,Audit Automation,139,1381503,4180428,302.6,Customer Service,Deloitte,India,Insurance,29881,No,Yes
PRJ029961,CMP03530,Vertex Platform,2021-01-28,2021-12-28,Completed,Claims Processing,73,2589467,6745562,260.5,Operations,Accenture,Mexico,Education,7403,No,No
PRJ046749,CMP02946,Orion Workflow Engine,2016-10-25,,Failed,Claims Processing,129,2148690,0,-91.5,Audit,Cognizant,France,Education,16341,Yes,No
PRJ047492,CMP01431,Sentinel Efficiency Project,2022-01-14,,Paused,IT Service Management,88,1073309,2023187,188.5,Operations,HCL Technologies,Singapore,Transportation & Logistics,48938,No,Yes
PRJ013706,CMP03633,Prism Efficiency Project,2025-05-09,2025-08-09,Completed,Email Automation,112,4914268,8609798,175.2,Procurement,TCS,Japan,Energy & Utilities,78212,Yes,No
PRJ044832,CMP05154,Titan Workflow Engine,2018-11-01,,Failed,Invoice Processing,126,1030067,0,-64.0,Human Resources,Mphasis,Germany,Education,52395,Yes,No
PRJ004377,CMP03975,Lambda Intelligence Suite,2022-08-11,,Active,Customer Onboarding,121,1250893,1707469,136.5,Compliance,Mphasis,Vietnam,Insurance,143753,No,Yes
PRJ004144,CMP01848,Lambda Digital Transformation,2021-11-24,2023-07-24,Completed,Supply Chain,82,1645585,608866,37.0,Marketing,Cognizant,Philippines,Technology,135018,No,No
PRJ045307,CMP02123,Aurora Workflow Engine,2021-04-13,,Active,Data Entry Automation,32,1963581,4056758,206.6,Compliance,Tech Mahindra,Malaysia,Pharma & Life Sciences,165325,No,Yes
PRJ012237,CMP07605,Fusion Efficiency Project,2023-10-18,2025-01-18,Completed,Customer Onboarding,82,511561,1301411,254.4,Finance,PwC,Singapore,Education,191529,Yes,No
PRJ027278,CMP08092,Titan Accelerator,2021-09-08,2023-07-08,Cancelled,Compliance Monitoring,169,222820,596712,267.8,Human Resources,Accenture,Philippines,Mining & Metals,75798,No,Yes
PRJ006456,CMP07424,Titan Accelerator,2017-09-29,,Paused,Claims Processing,92,1113769,1261900,113.3,Customer Service,Capgemini,United Kingdom,Telecommunications,143933,No,No
PRJ021493,CMP06271,Zenith Platform,2021-02-08,,Active,Audit Automation,180,384918,679765,176.6,Operations,Wipro,Mexico,Insurance,175872,No,Yes
PRJ006419,CMP09986,Eclipse Intelligence Suite,2024-08-10,,Paused,Supply Chain,159,3313325,2859399,86.3,Customer Service,Cognizant,Brazil,Mining & Metals,112929,Yes,Yes
PRJ030590,CMP06496,Fusion Modernization,2025-05-08,,Completed,Claims Processing,106,2344013,1875210,80.0,Supply Chain,LTIMindtree,Philippines,Pharma & Life Sciences,149174,No,No
PRJ041899,CMP07081,Horizon Intelligence Suite,2017-09-28,,Active,Email Automation,97,1441016,1890613,131.2,Compliance,Deloitte,United States,Manufacturing,53534,Yes,No
PRJ037366,CMP03780,Delta Optimization Program,2024-09-13,,Active,Invoice Processing,125,2641998,657858,24.9,Procurement,EY,Malaysia,Healthcare,16827,No,Yes
PRJ040482,CMP00413,Vector Platform,2023-10-12,2024-09-12,Cancelled,Email Automation,16,766921,114271,14.9,Marketing,Mphasis,Japan,Mining & Metals,66857,Yes,No
PRJ016938,CMP02017,Delta Optimization Program,2017-04-13,2018-11-13,Cancelled,Supply Chain,74,348254,741781,213.0,Compliance,Cyient,United States,Telecommunications,66397,Yes,Yes
PRJ010015,CMP00274,Omega Efficiency Project,2017-04-09,2018-08-09,Completed,Customer Onboarding,122,241287,244665,101.4,Compliance,Accenture,Singapore,Pharma & Life Sciences,115276,Yes,No
PRJ002807,CMP03652,Lambda Intelligence Suite,2023-02-22,,Active,Compliance Monitoring,38,4525063,2782914,61.5,Operations,PwC,Japan,Insurance,122653,Yes,Yes
PRJ026789,CMP03877,Horizon Process Reengineering,2024-12-30,2025-09-30,Completed,Customer Onboarding,60,1298027,276480,21.3,Compliance,PwC,Singapore,Healthcare,182514,No,No
PRJ010717,CMP05847,Vertex Process Reengineering,2018-05-23,,Active,Email Automation,33,3951770,6753575,170.9,Compliance,Deloitte,France,Energy & Utilities,43628,No,Yes
PRJ002770,CMP00293,Atlas Workflow Engine,2021-06-11,,Failed,Invoice Processing,79,1307686,0,-84.0,Customer Service,EY,UAE,Healthcare,129824,Yes,Yes
PRJ036794,CMP00540,Omega Workflow Engine,2016-03-05,,Active,Customer Onboarding,68,623780,323118,51.8,Risk Management,Cognizant,United States,Education,157391,No,Yes
PRJ036364,CMP04955,Lambda Optimization Program,2024-09-20,,Paused,Audit Automation,139,957692,617711,64.5,IT,Infosys,Philippines,Mining & Metals,115085,Yes,No
PRJ014200,CMP07864,Quantum Process Reengineering,2025-07-28,,Paused,IT Service Management,51,3008429,944647,31.4,Operations,Tech Mahindra,Singapore,Mining & Metals,35154,Yes,Yes
PRJ042151,CMP09550,Phoenix Intelligence Suite,2022-04-05,2024-01-05,Completed,Payroll Processing,83,4514668,2401803,53.2,Procurement,Cognizant,Malaysia,Mining & Metals,31148,Yes,Yes
PRJ032672,CMP04135,Delta Modernization,2023-09-04,2024-02-04,Completed,Supply Chain,19,1156034,1157190,100.1,Risk Management,Deloitte,South Africa,Retail & E-Commerce,178588,Yes,Yes
PRJ049275,CMP07260,Lambda Accelerator,2025-07-08,,Completed,Customer Onboarding,93,1662900,4464887,268.5,Legal,EY,Vietnam,Mining & Metals,81646,No,No
PRJ018167,CMP02598,Horizon Efficiency Project,2018-07-24,,Active,Supply Chain,126,526383,402683,76.5,Content Moderation,Capgemini,Malaysia,Retail & E-Commerce,158790,No,No
PRJ020683,CMP07375,Vertex Intelligence Suite,2025-03-01,,Failed,Data Entry Automation,14,4935734,0,-33.2,Finance,Deloitte,Vietnam,Transportation & Logistics,161425,Yes,Yes
PRJ015575,CMP08870,Vertex Optimization Program,2019-11-17,2020-07-17,Completed,Data Entry Automation,68,3223603,7030678,218.1,Finance,LTIMindtree,India,Manufacturing,198025,Yes,No
PRJ038105,CMP06885,Prism Process Reengineering,2018-11-09,2020-10-09,Cancelled,Invoice Processing,56,3354773,1650548,49.2,Finance,Accenture,Canada,Banking & Finance,195420,Yes,No
PRJ042309,CMP07606,Orion Process Reengineering,2025-01-13,,Active,Compliance Monitoring,158,1351684,3621161,267.9,Risk Management,Capgemini,Vietnam,Energy & Utilities,110529,No,No
PRJ047183,CMP07635,Zenith Efficiency Project,2020-05-27,2022-03-27,Completed,Invoice Processing,197,4940985,12411754,251.2,Audit,Hexaware,Singapore,Technology,14112,Yes,Yes
PRJ010920,CMP06531,Vertex Digital Transformation,2022-05-02,2023-12-02,Completed,Audit Automation,13,1385858,1845963,133.2,Supply Chain,PwC,South Africa,Insurance,57241,No,No
PRJ003795,CMP02515,Vertex Efficiency Project,2020-09-12,,Active,Email Automation,196,2131408,6492269,304.6,Human Resources,Mphasis,United Kingdom,Manufacturing,82676,Yes,Yes
PRJ027973,CMP00581,Fusion Automation Initiative,2022-05-14,,Failed,Supply Chain,40,1634012,0,-57.3,Finance,Deloitte,Brazil,Technology,45969,Yes,Yes
PRJ049111,CMP03682,Aurora Efficiency Project,2017-07-29,,Active,Audit Automation,181,4451288,863550,19.4,IT,Cyient,South Africa,Manufacturing,165478,Yes,Yes
PRJ049548,CMP03064,Apex Accelerator,2019-04-05,,Failed,Financial Reporting,46,1580114,0,-6.9,Human Resources,HCL Technologies,Germany,Government & Public Sector,112667,Yes,No
PRJ022526,CMP01319,Apex Digital Transformation,2015-05-10,,Active,Payroll Processing,138,3690269,6620343,179.4,Operations,Capgemini,Australia,Healthcare,106582,Yes,No
PRJ033005,CMP01593,Fusion Platform,2021-07-23,,Active,Claims Processing,33,4213829,3114020,73.9,Human Resources,EY,South Africa,Government & Public Sector,150349,Yes,No
PRJ030654,CMP01116,Aurora Accelerator,2015-11-18,,Active,IT Service Management,6,1330859,998144,75.0,Audit,Hexaware,South Africa,Technology,151189,No,No
PRJ016596,CMP03532,Aurora Workflow Engine,2016-03-27,2016-11-27,Completed,Supply Chain,132,1420513,2683349,188.9,Legal,Infosys,Netherlands,Mining & Metals,131007,Yes,Yes
PRJ035727,CMP09960,Aurora Process Reengineering,2024-10-21,,Cancelled,Claims Processing,8,2160402,2019976,93.5,IT,PwC,UAE,Insurance,38130,No,No
PRJ040742,CMP01943,Vector Platform,2018-04-28,2018-08-28,Completed,Invoice Processing,147,2712147,550566,20.3,Legal,Deloitte,United States,Education,123622,Yes,No
PRJ012461,CMP06374,Sigma Intelligence Suite,2019-08-08,2020-10-08,Completed,Data Entry Automation,5,4957579,10177910,205.3,Customer Onboarding,Deloitte,Mexico,Banking & Finance,67198,Yes,Yes
PRJ016186,CMP07856,Sigma Intelligence Suite,2025-07-15,,Cancelled,Invoice Processing,184,885636,1440930,162.7,Content Moderation,IBM,Singapore,Telecommunications,95672,No,Yes
PRJ006389,CMP00952,Prism Optimization Program,2016-07-22,,Active,Email Automation,195,277542,125449,45.2,Procurement,Wipro,France,Energy & Utilities,198818,Yes,No
PRJ032431,CMP00430,Titan Intelligence Suite,2015-03-07,2016-02-07,Cancelled,HR Automation,29,2453801,318994,13.0,Legal,Wipro,Brazil,Government & Public Sector,18704,No,Yes
PRJ011616,CMP00545,Fusion Optimization Program,2017-06-29,,Paused,Payroll Processing,138,2973336,3978324,133.8,Supply Chain,Wipro,Vietnam,Healthcare,80745,Yes,No
PRJ019662,CMP05353,Nexus Automation Initiative,2018-08-12,2019-06-12,Completed,HR Automation,122,3031917,8753144,288.7,Legal,Accenture,Brazil,Technology,83530,No,No
PRJ000488,CMP02284,Zenith Efficiency Project,2015-06-22,,Active,IT Service Management,119,657493,898135,136.6,Content Moderation,Capgemini,India,Pharma & Life Sciences,158857,Yes,No
PRJ001686,CMP04398,Sigma Accelerator,2015-05-15,,Active,Email Automation,32,571886,1696214,296.6,Risk Management,Deloitte,Australia,Insurance,35009,No,Yes
PRJ045424,CMP05177,Orion Process Reengineering,2015-06-23,,Failed,Invoice Processing,53,962348,0,-17.6,Procurement,PwC,South Africa,Education,7247,No,Yes
PRJ043093,CMP06483,Delta Efficiency Project,2016-02-27,2016-11-27,Completed,Supply Chain,118,4252261,10996347,258.6,Marketing,Infosys,UAE,Retail & E-Commerce,52183,Yes,Yes
PRJ003748,CMP06328,Nexus Automation Initiative,2018-06-27,,Active,Invoice Processing,85,905555,2626110,290.0,Content Moderation,Wipro,Canada,Retail & E-Commerce,143503,Yes,No
PRJ001986,CMP07849,Quantum Intelligence Suite,2018-11-02,,Failed,Financial Reporting,51,3828539,0,-46.2,Operations,Accenture,Vietnam,Transportation & Logistics,20573,No,No
PRJ029681,CMP02023,Fusion Intelligence Suite,2022-06-03,2023-03-03,Completed,Financial Reporting,70,3214179,9555754,297.3,Content Moderation,Cognizant,Malaysia,Real Estate,18704,No,No
PRJ020008,CMP09946,Vector Optimization Program,2019-10-02,,Paused,HR Automation,62,4444251,6395277,143.9,Risk Management,TCS,Australia,Manufacturing,52627,No,Yes
PRJ028799,CMP02447,Zenith Intelligence Suite,2018-07-24,2019-03-24,Cancelled,Compliance Monitoring,110,4424403,10476986,236.8,Supply Chain,Wipro,Mexico,Pharma & Life Sciences,90252,No,No
PRJ038734,CMP06495,Titan Process Reengineering,2019-06-20,2020-08-20,Completed,Compliance Monitoring,116,4217032,11377552,269.8,Human Resources,Tech Mahindra,Japan,Healthcare,87235,Yes,No
PRJ030070,CMP07680,Horizon Efficiency Project,2021-04-15,,Paused,HR Automation,36,2202338,4424497,200.9,Human Resources,PwC,Brazil,Telecommunications,3267,No,Yes
PRJ010289,CMP09485,Prism Optimization Program,2018-03-29,2019-03-29,Completed,Email Automation,83,2035933,5124443,251.7,IT,Hexaware,Canada,Insurance,89079,Yes,No
PRJ020593,CMP05662,Vertex Optimization Program,2018-07-08,,Failed,Invoice Processing,23,2605715,0,-22.6,Legal,Hexaware,Brazil,Pharma & Life Sciences,133791,No,Yes
PRJ016268,CMP00861,Lambda Digital Transformation,2023-06-20,2024-03-20,Completed,Audit Automation,45,2366262,3497335,147.8,Human Resources,PwC,UAE,Government & Public Sector,92712,Yes,Yes
PRJ014707,CMP05007,Phoenix Platform,2023-09-25,,Active,Financial Reporting,107,131917,265549,201.3,Customer Onboarding,Mphasis,Japan,Real Estate,119170,No,Yes
PRJ008995,CMP00893,Titan Efficiency Project,2019-01-21,2019-08-21,Completed,Email Automation,108,3461500,10651036,307.7,Customer Service,TCS,Australia,Insurance,75199,No,Yes
PRJ041091,CMP00865,Phoenix Process Reengineering,2022-11-06,2023-03-06,Cancelled,HR Automation,147,1374834,138858,10.1,Marketing,PwC,France,Banking & Finance,55899,No,Yes
PRJ014899,CMP02635,Zenith Automation Initiative,2018-05-20,,Paused,IT Service Management,142,3542790,7411517,209.2,Compliance,PwC,Vietnam,Manufacturing,104921,No,Yes
PRJ046563,CMP04549,Fusion Process Reengineering,2021-06-04,2023-04-04,Completed,HR Automation,70,1296057,338271,26.1,Finance,HCL Technologies,Netherlands,Manufacturing,48715,No,Yes
PRJ016170,CMP08094,Fusion Accelerator,2018-05-24,2018-08-24,Completed,HR Automation,178,1324654,317917,24.0,Operations,Infosys,Vietnam,Technology,160791,Yes,No
PRJ006102,CMP05943,Vector Efficiency Project,2023-06-06,2024-05-06,Completed,Data Entry Automation,68,4214055,9325704,221.3,Operations,IBM,Mexico,Education,161047,No,No
PRJ032424,CMP08913,Orion Workflow Engine,2020-10-22,,Active,Supply Chain,28,2912920,8598940,295.2,Audit,PwC,South Africa,Education,174951,Yes,No
PRJ028964,CMP00335,Sigma Process Reengineering,2017-11-09,2018-08-09,Completed,Data Entry Automation,195,2316105,308042,13.3,Procurement,Accenture,Philippines,Government & Public Sector,105834,Yes,No
PRJ034291,CMP08669,Sentinel Modernization,2019-02-10,2020-03-10,Completed,Email Automation,190,4381051,9647074,220.2,Audit,Cyient,South Africa,Insurance,128671,No,No
PRJ045355,CMP06302,Sigma Platform,2019-02-27,,Active,Financial Reporting,107,3597607,5698609,158.4,Legal,IBM,Australia,Telecommunications,17432,Yes,Yes
PRJ033648,CMP06330,Quantum Modernization,2015-12-07,2017-02-07,Cancelled,HR Automation,187,2175284,3088903,142.0,Audit,Infosys,Malaysia,Healthcare,160961,No,No
PRJ044690,CMP06074,Atlas Automation Initiative,2024-01-14,,Active,Email Automation,160,4643955,10569642,227.6,Human Resources,Wipro,Australia,Energy & Utilities,31879,No,No
PRJ045926,CMP08259,Orion Automation Initiative,2020-09-17,,Active,Compliance Monitoring,79,27937,34335,122.9,Legal,Deloitte,Brazil,Education,60004,Yes,Yes
PRJ038182,CMP02916,Fusion Platform,2015-03-19,,Failed,Compliance Monitoring,116,4373510,0,-72.4,Customer Onboarding,Wipro,India,Healthcare,158646,No,Yes
PRJ041102,CMP03533,Nexus Workflow Engine,2023-03-25,2025-03-25,Completed,Email Automation,27,3962510,3708909,93.6,Compliance,Cyient,United States,Transportation & Logistics,178920,No,Yes
PRJ037452,CMP01963,Orion Efficiency Project,2019-02-20,,Active,Financial Reporting,106,3909428,8761028,224.1,Procurement,Tech Mahindra,Japan,Insurance,146119,Yes,No
PRJ038745,CMP00825,Horizon Intelligence Suite,2022-09-26,,Active,Data Entry Automation,101,1655385,3896776,235.4,Compliance,Accenture,United States,Energy & Utilities,17196,No,No
PRJ036874,CMP09385,Sigma Process Reengineering,2024-05-15,,Active,Financial Reporting,102,2579798,1346655,52.2,Marketing,Capgemini,Mexico,Banking & Finance,60883,Yes,No
PRJ045250,CMP09737,Quantum Intelligence Suite,2022-05-13,,Paused,Invoice Processing,102,2060591,2033803,98.7,Customer Onboarding,HCL Technologies,Japan,Pharma & Life Sciences,172796,No,Yes
PRJ032915,CMP09764,Apex Workflow Engine,2024-11-19,,Completed,Invoice Processing,163,1616379,413793,25.6,Legal,Deloitte,Brazil,Banking & Finance,128805,No,No
PRJ020101,CMP06205,Orion Intelligence Suite,2018-10-09,,Paused,HR Automation,141,1207433,3243165,268.6,Risk Management,Cyient,UAE,Mining & Metals,157381,No,Yes
PRJ015011,CMP02814,Lambda Intelligence Suite,2020-10-15,,Active,HR Automation,151,3605793,6681534,185.3,Customer Onboarding,Cyient,Australia,Transportation & Logistics,29460,Yes,No
PRJ003390,CMP03318,Nexus Workflow Engine,2021-07-22,,Active,Email Automation,183,4105258,10287777,250.6,Compliance,LTIMindtree,France,Insurance,16162,No,No
PRJ045354,CMP00112,Horizon Platform,2015-07-28,2017-03-28,Cancelled,Email Automation,35,1478109,2900050,196.2,Procurement,Accenture,Malaysia,Transportation & Logistics,37223,No,No
PRJ014653,CMP07173,Quantum Efficiency Project,2024-12-10,,Completed,IT Service Management,81,1351862,924674,68.4,IT,Cognizant,India,Education,21463,Yes,Yes
PRJ046901,CMP02391,Fusion Platform,2022-03-02,2022-10-02,Completed,Financial Reporting,26,3759632,8865212,235.8,Customer Service,Accenture,Japan,Telecommunications,71680,No,No
PRJ007297,CMP09165,Phoenix Modernization,2017-01-08,,Failed,Customer Onboarding,198,2141158,0,-35.0,Audit,Tech Mahindra,Canada,Healthcare,170091,Yes,Yes
PRJ039273,CMP02118,Vector Platform,2021-02-26,,Active,Audit Automation,177,3040712,2742722,90.2,Human Resources,Tech Mahindra,Vietnam,Banking & Finance,129715,No,Yes
PRJ016525,CMP07340,Titan Platform,2019-05-01,,Failed,Email Automation,92,4175989,0,-81.3,Content Moderation,EY,Canada,Energy & Utilities,154201,Yes,Yes
PRJ024444,CMP09142,Omega Workflow Engine,2025-10-06,,Failed,Audit Automation,68,1007750,0,-74.6,Finance,Tech Mahindra,Netherlands,Insurance,101326,No,No
PRJ022419,CMP09600,Quantum Modernization,2018-06-01,,Active,HR Automation,174,4335709,3199753,73.8,Compliance,EY,Netherlands,Insurance,199161,No,No
PRJ010223,CMP00121,Vertex Intelligence Suite,2022-09-08,2023-05-08,Cancelled,Customer Onboarding,142,3995613,9629427,241.0,Risk Management,PwC,Australia,Pharma & Life Sciences,151558,Yes,No
PRJ019594,CMP08285,Nexus Efficiency Project,2020-07-22,2021-03-22,Completed,Audit Automation,136,4367371,8009758,183.4,IT,Hexaware,Mexico,Banking & Finance,186535,No,Yes
PRJ014919,CMP01046,Apex Efficiency Project,2020-09-08,2022-05-08,Cancelled,Supply Chain,54,1418436,1960279,138.2,Marketing,Cognizant,Japan,Pharma & Life Sciences,142463,Yes,Yes
PRJ025845,CMP00699,Prism Intelligence Suite,2017-01-17,,Active,Supply Chain,146,2669103,5327530,199.6,Content Moderation,Tech Mahindra,Brazil,Energy & Utilities,137845,Yes,Yes
PRJ036749,CMP00321,Zenith Platform,2020-09-05,,Active,Invoice Processing,43,2065542,5576963,270.0,Operations,Wipro,Japan,Government & Public Sector,55586,No,Yes
PRJ009356,CMP08902,Lambda Digital Transformation,2023-04-23,2023-10-23,Completed,Invoice Processing,33,4719431,8622400,182.7,Finance,IBM,Malaysia,Real Estate,49184,Yes,Yes
PRJ045985,CMP00710,Delta Process Reengineering,2015-03-25,2016-04-25,Completed,Customer Onboarding,141,4496082,5282896,117.5,Content Moderation,Cognizant,United Kingdom,Telecommunications,91589,No,Yes
PRJ000446,CMP09521,Omega Accelerator,2025-06-01,,Cancelled,Supply Chain,15,4656030,7393776,158.8,Operations,Cognizant,France,Retail & E-Commerce,62261,Yes,Yes
PRJ040863,CMP08416,Cobalt Workflow Engine,2019-09-21,2019-12-21,Completed,Email Automation,107,2936763,3797235,129.3,Operations,IBM,UAE,Manufacturing,12625,No,Yes
PRJ047863,CMP07902,Aurora Automation Initiative,2017-08-22,,Active,Customer Onboarding,44,579911,1341334,231.3,Operations,Wipro,Brazil,Transportation & Logistics,55387,Yes,Yes
PRJ023563,CMP00813,Sentinel Intelligence Suite,2016-03-18,,Paused,Supply Chain,181,4538969,3758266,82.8,Human Resources,Mphasis,United Kingdom,Transportation & Logistics,21838,Yes,No
PRJ017855,CMP02491,Phoenix Modernization,2023-09-04,,Active,Supply Chain,84,3655570,3527625,96.5,Operations,Hexaware,Japan,Education,25579,Yes,No
PRJ030508,CMP01750,Zenith Automation Initiative,2016-05-27,,Active,Invoice Processing,38,3455211,9173585,265.5,Risk Management,Cognizant,Brazil,Energy & Utilities,69487,Yes,Yes
PRJ032068,CMP01162,Omega Digital Transformation,2021-10-24,,Paused,Compliance Monitoring,68,968392,1527154,157.7,Operations,Deloitte,Japan,Government & Public Sector,37349,Yes,No
PRJ039166,CMP00048,Quantum Automation Initiative,2020-09-16,2021-05-16,Completed,Compliance Monitoring,135,2201507,5862613,266.3,Customer Service,Mphasis,UAE,Energy & Utilities,58131,No,Yes
PRJ032473,CMP00111,Sigma Accelerator,2015-08-30,2017-05-30,Cancelled,Audit Automation,21,1323761,4083803,308.5,Customer Service,Cognizant,United Kingdom,Technology,173793,Yes,No
PRJ044072,CMP06979,Atlas Digital Transformation,2015-02-15,2015-08-15,Completed,Invoice Processing,65,3276209,7502519,229.0,Customer Service,Accenture,UAE,Banking & Finance,11223,Yes,No
PRJ040551,CMP06383,Eclipse Optimization Program,2018-01-02,2020-01-02,Completed,Data Entry Automation,192,166500,177822,106.8,Audit,Cognizant,Philippines,Government & Public Sector,122820,Yes,No
PRJ004380,CMP07120,Quantum Efficiency Project,2024-03-10,2024-09-10,Completed,Email Automation,149,1566671,471568,30.1,Finance,Hexaware,Singapore,Banking & Finance,193306,Yes,No
PRJ044994,CMP08296,Orion Process Reengineering,2019-01-25,,Paused,Claims Processing,86,3137646,5145739,164.0,Marketing,HCL Technologies,Germany,Manufacturing,177228,No,Yes
PRJ048171,CMP05241,Omega Optimization Program,2023-05-16,,Active,Payroll Processing,92,3283876,3336418,101.6,Operations,Cognizant,UAE,Energy & Utilities,37712,Yes,No
PRJ005537,CMP05595,Quantum Platform,2025-09-22,,Active,Financial Reporting,192,445937,305913,68.6,Operations,Mphasis,Vietnam,Banking & Finance,140904,Yes,No
PRJ015336,CMP06298,Eclipse Modernization,2022-08-04,2023-01-04,Completed,HR Automation,188,3547388,10830176,305.3,Content Moderation,Wipro,UAE,Technology,87210,No,No
PRJ011880,CMP02188,Sigma Modernization,2021-01-05,,Active,Supply Chain,105,1290931,1496189,115.9,Customer Service,Tech Mahindra,India,Education,12351,Yes,No
PRJ013667,CMP08702,Atlas Platform,2021-07-07,2021-12-07,Completed,Email Automation,48,4146519,6991031,168.6,Supply Chain,IBM,France,Education,127017,No,Yes
PRJ006275,CMP00752,Orion Automation Initiative,2021-10-12,2022-01-12,Completed,Invoice Processing,26,4085239,10437786,255.5,Supply Chain,IBM,Japan,Insurance,90218,No,No
PRJ018336,CMP03338,Vector Workflow Engine,2024-03-15,,Paused,Customer Onboarding,51,3014985,1733616,57.5,Risk Management,Infosys,South Africa,Telecommunications,164935,No,No
PRJ016709,CMP02712,Aurora Workflow Engine,2021-12-18,2022-04-18,Completed,Invoice Processing,150,3673673,1704584,46.4,Procurement,Capgemini,South Africa,Manufacturing,39308,Yes,Yes
PRJ044312,CMP04120,Nexus Platform,2020-08-19,,Active,Email Automation,186,4019440,10643477,264.8,Supply Chain,Infosys,Japan,Retail & E-Commerce,144474,No,No
PRJ001022,CMP04997,Zenith Accelerator,2020-10-09,,Active,Claims Processing,143,1272185,2221235,174.6,Supply Chain,Accenture,Philippines,Pharma & Life Sciences,121082,Yes,No
PRJ011681,CMP03056,Prism Workflow Engine,2025-12-26,,Failed,Audit Automation,193,3847343,0,-68.1,Customer Service,IBM,United States,Pharma & Life Sciences,96138,No,No
PRJ024081,CMP08411,Vector Optimization Program,2023-03-19,,Failed,HR Automation,6,1177163,0,-16.3,Risk Management,LTIMindtree,Japan,Transportation & Logistics,85900,Yes,No
PRJ002810,CMP04361,Lambda Platform,2023-12-09,,Active,Payroll Processing,96,2831833,2625109,92.7,Content Moderation,Accenture,Mexico,Manufacturing,71343,No,No
PRJ010560,CMP04513,Aurora Optimization Program,2023-06-27,,Active,Invoice Processing,27,547690,993510,181.4,Supply Chain,Accenture,India,Healthcare,32687,Yes,Yes
